agency.agencyEmail,agency.agencyId,agency.agencyName,agency.agencyPhone,agency.agencyTimezone,agency.agencyType,agency.agencyUrl,endStop,hasPaths,isValid,routeDepot,routeDepotList,routeId,routeLongName,routeShortName,routeType,skipCount,startStop
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,MILK COLONY ,True,Y,OTHER,['OTHER'],5570,NEW ALIPORE (PETROL PUMP) - MILK COLONY ,3B:UP,3,0,NEW ALIPORE (PETROL PUMP)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,ECOSPACE,True,Y,,['OTHER'],5965,CHIRIAMORE  -  ECO SPACE,AC38:DN,3,0,CHIRIA MORE
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,RABINDRA NAGAR (BEHALA),True,Y,OTHER,['OTHER'],5653, A.J BLOCK ( 206 BUS STAND) - RABINDRA NAGAR (BEHALA),13B:DN,3,0, A.J BLOCK ( 206 BUS STAND)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BASIRHAT FIRE BRIGADE,True,Y,,['OTHER'],6103,ESPLANADE - BASIRHAT,D20:UP,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BEHALA CHOWRASTHA,True,Y,,['OTHER'],6045,ESPLANADE (WBTC L20 BUS TERMINUS) - BEHALA CHOWRASTHA,PSP3:UP,3,0,ESPLANADE (WBTC BUS STAND)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ULTADANGA HUDCO,True,Y,,['OTHER'],6128,DANKUNI - ULTADANGA (VIA KARUNAMOYEE),EXE1:DN,3,0,DANKUNI HOUSING
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,MANDIRTALA,True,Y,OTHER,['OTHER'],98,BBD BAG (NS ROAD) - MANDIRTALA,T2:UP,3,0,B.B.D BAGH (TELEPHONE BHAWAN)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,MOONBEAM  HSG. / 46B BUS STAND,True,Y,OTHER,['OTHER'],5592,BABUGHAT / BAND STAND - MOONBEAM  HSG. / 46B BUS STAND,46B:UP,3,0,BABUGHAT / BAND STAND
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,KARUNAMOYEE (SALT LAKE),True,Y,,['OTHER'],6131,DIGHA - KARUNAMOYEE  (VIA - ESPLANADE),E46A:DN,3,0,NEW DIGHA CENTRAL BUS STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,,['OTHER'],5622,GARIA STATION - HOWRAH STATION,S6A:UP,3,0,GARIA STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,GARIA,['OTHER'],5453,GARIA BUS STAND - HOWRAH STATION,AC5:UP,3,0,GARIA BUS STAND
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,ESPLANADE (WBTC BUS STAND),True,Y,,['OTHER'],5611,BANGUR (JESSORE ROAD) - ESPLANADE (WBTC BUS STAND),L3C:DN,3,0,BANGUR (JESSORE ROAD)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,AKRA RABINDRANAGAR STAND,True,Y,OTHER,['OTHER'],5845,TAKI SCHOOL - AKRA RABINDRANAGAR STAND,241A:DN,3,0,TAKI SCHOOL
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,HOWRAH STATION,True,Y,,['OTHER'],5663,DHAKURIA - HOWRAH STATION,37:UP,3,0,DHAKURIA
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ESPLANADE (WBTC BUS STAND),True,Y,,['OTHER'],5959,BANKURA - KOLKATA (BANGLASHREE EXPRESS),BE13:DN,3,0,BANKURA BUS STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,OTHER,['OTHER'],5781,GARIA STATION - HOWRAH STATION,S116:UP,3,0,GARIA STATION
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,AIRPORT GATE NO 1 (AUTO STAND),True,Y,,['OTHER'],5753,HOWRAH STATION - AIRPORT (GATE NO.1),NS10:UP,3,0,HOWRAH
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,PATULI,True,Y,PAIKPARA,['PAIKPARA'],32,PAIKPARA - PATULI,S2A:DN,3,0,PAIKPARA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,RAJABAZAR,True,Y,OTHER,['OTHER'],14,HOWRAH MAIDAN - RAJABAZAR,MIDI1:UP,3,0,HOWRAH MAIDAN
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,,['OTHER'],5742,BALLYGUNGE STATION - HOWRAH STATION,NS8:UP,3,0,BALLYGUNGE STATION
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,KHIDIRPUR TRAM DEPOT,True,Y,,['OTHER'],6063,BALLYGUNJ (WBTC TRAM TERMINUS) - KHIDIRPUR (WBTC TRAM DEPOT),PSP12:DN,3,0,BALLYGUNGE STATION
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,BT COLLEGE (MADHYAMGRAM),True,Y,,['OTHER'],5856,GOLF GREEN - BT COLLEGE (MADHYAMGRAM),223:UP,3,0,GOLF GREEN
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,SINTHI MORE,True,Y,OTHER,['OTHER'],4780,KUNDGHAT - SINTHI MORE,AC17B:UP,3,0,KUNDGHAT
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,AIRPORT (GATE NO.1),True,Y,OTHER,['OTHER'],5471,TOLLYGUNGE (METRO) - AIRPORT (GATE NO.1),C8A:DN,3,0,TOLLYGUNGE (METRO)
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,HOWRAH MAIDAN,True,Y,OTHER,['OTHER'],5251,DIAMOND PARK - HOWRAH MAIDAN,S11A:UP,3,0,DIAMOND PARK
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,FAIRLIE PLACE FERRY GHAT,True,Y,,['OTHER'],6281,HOWRAH FERRY GHAT - FAIRLIE PLACE FERRY GHAT,MV02:UP,3,0,HOWRAH FERRY GHAT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KAMARHATI,True,Y,HOWRAH,['OTHER'],5452,HOWRAH STATION - KAMARHATI,AC54:UP,3,0,HOWRAH STATION
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ISWARI GACHA,True,Y,,['OTHER'],6158,KARUNAMOYEE (SALTLAKE)  - ISWARIGACHA,D19:UP,3,0,KARUNAMOYEE (SALT LAKE)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,ESPLANADE (WBTC BUS STAND),True,Y,OTHER,['OTHER'],6039,BISHNUPUR - ESPLANADE,E51:DN,3,0,NEW BUS STAND BISHNUPUR (BANKURA)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,PAIKPARA,True,Y,PAIKPARA,['PAIKPARA'],330,NAYABAD - PAIKPARA,S12C:UP,3,0,NAYABAD
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,SAKHER BAZAR,True,Y,OTHER,['OTHER'],5258,DATTA BAGAN - SAKHER BAZAR,3D/1:DN,3,0,MILK COLONY 
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,HOWRAH STATION,True,Y,OTHER,['OTHER'],5271,NIMTA BAZAR - HOWRAH STATION,S185:UP,3,0,NIMTA BAZAR
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BARUIPUR,True,Y,SALTLAKE,['SALTLAKE'],390,KARUNAMOYEE (SALT LAKE) - BARUIPUR,AC14:DN,3,0,KARUNAMOYEE (SALT LAKE)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH FIRE STATION,True,Y,OTHER,['OTHER'],5836,EASTERN PARK - HOWRAH FIRE STATION,S128:UP,3,0,EASTERN PARK
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,SHAPOORJI,True,Y,,['OTHER'],5967,ULTADANGA STN. - SHAPOORJI,AC30S:DN,3,0,BIDHANNAGAR RLY STN
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,TOLLYGUNGE WBTC TRAM DEPOT,True,Y,,['OTHER'],6144,JANAKALYAN - TOLLYGUNGE TRAM DEPOT,M16:UP,3,0,JANAKALYAN
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KARUNAMOYEE (SALT LAKE),True,Y,TARATALA,['TARATALA'],341,SHAKUNTALA PARK - KARUNAMOYEE (SALT LAKE),S22:UP,3,0,SHAKUNTALA PARK
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,NEW DIGHA CENTRAL BUS STAND,True,Y,RAJABAZAR,['RAJABAZAR'],5426,KARUNAMOYEE (SALT LAKE) - DIGHA,E46:UP,3,0,KARUNAMOYEE (SALT LAKE)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,PARK CIRCUS 7 POINT CROSSING,True,Y,OTHER,['OTHER'],5639,BICHALI GHAT - PARK CIRCUS,42B:DN,3,0,BICHALI GHAT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,12 NO. TANK,True,Y,OTHER,['OTHER'],5594,KARUNAMOYEE STAND (TOLLYGUNGE) - 12 NO. TANK,47/1:UP,3,0,KARUNAMOYEE STAND (TOLLYGUNGE)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BBD BAG,True,Y,OTHER,['OTHER'],5351,GARIAHAT TRAM DEPOT - BBD BAG,RT25:UP,0,0,GARIAHAT TRAM DEPOT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,GARIA STATION,True,Y,OTHER,['OTHER'],141,NAZRUL TIRTHA (NEW TOWN) - GARIA STATION,AS3:UP,3,0,NAZRUL TIRTHA (NEW TOWN)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,CHIRIA MORE,True,Y,,['OTHER'],6302,KARUNAMOYEE - CHIRIAMORE,BFSP4:UP,3,0,KARUNAMOYEE (SALT LAKE)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BIKASH BHAVAN,True,Y,OTHER,['OTHER'],110,GHASHBAGAN - BIKASH BHAVAN,C25:UP,3,0,HOWRAH
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,HOWRAH STATION,True,Y,,['OTHER'],5949,GANGA NAGAR  - HOWRAH STN.,C42:DN,3,0,GANGA NAGAR (JULIEN DAY SCHOOL)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BICHALI GHAT,True,Y,OTHER,['OTHER'],3769,PARK CIRCUS - BICHALI GHAT,42:DN,3,0,PARK CIRCUS 7 POINT CROSSING
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BALLY KHAL BUS TERMINUS,True,Y,,['OTHER'],5940,B. GARDEN -  BALLY KHAL,D6/1:UP,3,0,B. GARDEN (SHIBPUR)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BBD BAG,True,Y,OTHER,['OTHER'],5614,GARIA  METRO  - BBD BAG,101/1:DN,3,0,GARIA  METRO 
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,TOLLYGUNGE (METRO),True,Y,TOLLYGUNGE,['TOLLYGUNGE'],5398,GHATAK PUKUR - TOLLYGUNGE (METRO),C2A:DN,3,0,GHATAK PUKUR
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH MAIDAN,True,Y,OTHER,['OTHER'],5873,MUKUNDAPUR - HOWRAH MAIDAN,24A/1:UP,3,0,MUKUNDAPUR
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,AQUATICA,True,Y,OTHER,['OTHER'],5878,ALIPORE ZOO - AQUATICA (NEW TOWN),260:UP,3,0,ALIPORE ZOO
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,MAYAPUR (NADIA),True,Y,OTHER,['OTHER'],6113,ESPLANADE -  MAYAPUR,E38:UP,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KARUNAMOYEE (SALT LAKE),True,Y,OTHER,['OTHER'],5237,DAKGHAR - KARUNAMOYEE (SALT LAKE),S22A:UP,3,0,DAKGHAR
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,HOWRAH,['HOWRAH'],331,THAKURPUKUR (3A) - HOWRAH STATION,S12D:DN,3,0,THAKURPUKUR (3A)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KARUNAMOYEE (SALT LAKE),True,Y,THAKURPUKUR,['THAKURPUKUR'],77,THAKURPUKUR (3A) - KARUNAMOYEE (SALT LAKE),AC17:UP,3,0,THAKURPUKUR (3A)
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,PARNASREE,True,Y,,['OTHER'],5624,SEALDAH (BR SINGH HOSPITAL) - PARNASREE,13:DN,3,0,SEALDAH (BR SINGH HOSPITAL)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,HOWRAH STATION,True,Y,GHASHBAGAN,['GHASHBAGAN'],5396,BARUIPUR - HOWRAH STATION,C26:DN,3,0,BARUIPUR
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KARUNAMOYEE (SALT LAKE),True,Y,,['OTHER'],6300,BARASAT - KARUNAMOYEE,BFSP5:DN,3,0,BARASAT BUS STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,SAHEB BAGAN,True,Y,OTHER,['OTHER'],5789,KUNDGHAT - SAHEB BAGAN,K3:UP,3,0,KUNDGHAT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH FIRE STATION,True,Y,OTHER,['OTHER'],6195,NAGERBAZAR - HOWRAH  FIRE  STN.,219:DN,3,0,NAGER BAZAR
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,JADAVPUR UNIVERSITY (8B BUS STAND),True,Y,LAKE,['LAKE'],35,BEHALA CHOWRASTHA - JADAVPUR UNIVERSITY (8B BUS STAND),S31:DN,3,0,BEHALA CHOWRASTHA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,SECH  BHAVAN,True,Y,OTHER,['OTHER'],5850,JADAVPUR UNIVERSITY (8B BUS STAND) - SECH  BHAVAN,S170:UP,3,0,JADAVPUR UNIVERSITY (8B BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,OTHER,['OTHER'],8,RAJABAGAN - HOWRAH STATION,O19A:UP,3,0,RAJABAGAN
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BELGHORIA STATION,True,Y,OTHER,['OTHER'],5763,GOLF GREEN - BELGHORIA STATION,234/1:UP,3,0,GOLF GREEN
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,HOWRAH FERRY GHAT,True,Y,,['OTHER'],6280,FAIRLIE PLACE FERRY GHAT - HOWRAH FERRY GHAT,MV02:DN,3,0,FAIRLIE PLACE FERRY GHAT
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,HALDIA TOWNSHIP BUS STAND,True,Y,,['OTHER'],5934,KOLKATA - HALDIA  (BANGLASHREE EXPRESS),BE16:UP,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,ST THOMAS SCHOOL,True,Y,OTHER,['OTHER'],5275,DIAMOND PARK - ST THOMAS SCHOOL,SPC02:UP,3,0,DIAMOND PARK
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,HOWRAH FIRE STATION,True,Y,,['OTHER'],5773,REGENT ESTATE / LAYALKA - HOWRAH FIRE STATION,41:UP,3,0,GARIA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,CHINSURA COURT,True,Y,OTHER,['OTHER'],6006,SALT LAKE TO CHINSURA,D3:UP,3,0,KARUNAMOYEE (SALT LAKE)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,KAIJURI BAZAR,True,Y,,['OTHER'],6168,ESPLANADE  -  KAIJURI,D23:UP,3,0,ESPLANADE (WBTC BUS STAND)
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,HOWRAH MAIDAN,True,Y,,['OTHER'],5671,CHOWBHAGA - HOWRAH MAIDAN,24B:UP,3,0,CHOWBHAGA
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ESPLANADE (WBTC BUS STAND),True,Y,,['OTHER'],6250,NAMKHANA- ESPLANADE,ST28:UP,3,0,NAMKHANA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,LAKE TOWN (JESSORE ROAD),True,Y,,['OTHER'],5969,HOWRAH - LAKE TOWN,AC30:UP,3,0,HOWRAH
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BIJOYGARH  COLLEGE,True,Y,OTHER,['OTHER'],5821,HOWRAH STATION - BIJOYGARH  COLLEGE,S130:DN,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,ANANDAPUR,True,Y,OTHER,['OTHER'],5253,MANDIRTALA - ANANDAPUR,KB15:UP,3,0,MANDIRTALA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH FIRE STATION,True,Y,OTHER,['OTHER'],5884,AKRABAZAR - HOWRAH F.S. STN.,259:UP,3,0,AKRA BAZAR
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,TOLLYGUNGE (METRO),True,Y,OTHER,['OTHER'],5368,ESPLANADE (WBTC BUS STAND) - TOLLYGUNGE (METRO),RT29:DN,0,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BALLY GHAT,True,Y,SALTLAKE,['SALTLAKE'],380,SLD GATE BUS STOP - BALLY GHAT,AC23A:DN,3,0,SLD GATE BUS STOP
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,MADHYAMGRAM CHOWMATHA,True,Y,OTHER,['OTHER'],5604,BABUGHAT / BAND STAND - MADHYAMGRAM CHOWMATHA,79D:UP,3,0,BABUGHAT / BAND STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,PARNASREE,True,Y,TARATALA,['TARATALA'],373,SHAPOORJI - PARNASREE,AC4A:DN,3,0,SHAPOORJI
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,KARUNAMOYEE STAND (TOLLYGUNGE),True,Y,SLD,['SLD'],5324,ST6 SALT LAKE STAND - KARUNAMOYEE STAND (TOLLYGUNGE),ST6:DN,3,0,ST6 SALT LAKE STAND
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,BECK BAGAN,True,Y,,['OTHER'],5716,BBD BAG - BECK BAGAN,104:DN,3,0,BBD BAG
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BBD BAG,True,Y,OTHER,['OTHER'],5761,HARINAVI - BBD BAG,S113:UP,3,0,HARINAVI
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,UTTAR PANCHANNA GRAM,True,Y,OTHER,['OTHER'],5262,HOWRAH STATION - UTTAR PANCHANNA GRAM,S186:DN,3,0,HOWRAH STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,,['OTHER'],5736,GARIA BUS STAND - HOWRAH STATION,NS5:UP,3,0,GARIA BUS STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,AIRPORT (GATE NO.1),True,Y,OTHER,['OTHER'],5841,BABUGHAT / BAND STAND - AIRPORT (GATE NO.1),S154:DN,3,0,BABUGHAT / BAND STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KARUNAMOYEE (SALT LAKE),True,Y,,['OTHER'],6294,SEALDAH - KARUNAMOYEE,BFSP1:UP,3,0,SEALDAH
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,OTHER,['OTHER'],6034,MALANCHA - HOWRAH STATION,T12:DN,3,0,CHAITALGHAT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,OTHER,['OTHER'],5871,SEALDAH (BR SINGH HOSPITAL) - HOWRAH STATION,28:UP,3,0,SEALDAH (BR SINGH HOSPITAL)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BABUGHAT / BAND STAND,True,Y,OTHER,['OTHER'],5635,DUM DUM CANTONMENT - BABUGHAT / BAND STAND,30D:DN,3,0,DUM DUM CANTONMENT
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BARRACKPORE CHIRIYA MORE,True,Y,,['OTHER'],6050,SHYAMBAZAR - BARRACKPORE,PSP6:UP,3,0,SHYAM BAZAR METRO
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,MA BHABOTARINI FERRY GHAT (DAKSHINESHWAR),True,Y,,['OTHER'],6286,BELUR MATH FERRY GHAT - MA BHABATARINI FERRY GHAT,MV05:UP,3,0,BELUR MATH FERRY GHAT
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BARASAT BUS STAND,True,Y,BARASAT,['BARASAT'],5415,DIGHA - BARASAT,E17/1:DN,3,0,NEW DIGHA CENTRAL BUS STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,,['OTHER'],6269,ALIPORE ZOO - HOWRAH STN,WS2:UP,3,0,ALIPORE ZOO
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ESPLANADE (WBTC BUS STAND),True,Y,,['OTHER'],6068,BADURIA - ESPLANADE,D11:UP,3,0,BADURIA BUS TERMINUS
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,FURFURA SHARIF,True,Y,,['OTHER'],6003,ESPLANADE TO FURFURASARIF,E14:UP,3,0,ESPLANADE (WBTC BUS STAND)
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,ESPLANADE (WBTC BUS STAND),True,Y,OTHER,['OTHER'],6097,GARHBHAWANIPUR  - ESPLANADE,E31:DN,3,0,GAR BHAWANIPUR
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH FIRE STATION,True,Y,OTHER,['OTHER'],5832,CHOWBHAGA - HOWRAH FIRE STATION,S125:UP,3,0,CHOWBHAGA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH STATION,True,Y,OTHER,['OTHER'],5295,SHIBTALA MATH - HOWRAH STATION,M24:DN,3,0,SHIBTALA MATH
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KARUNAMOYEE (SALT LAKE),True,Y,OTHER,['OTHER'],22,GARIA - KARUNAMOYEE (SALT LAKE),S14:UP,3,0,GARIA
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KOLKATA STATION,True,Y,OTHER,['OTHER'],455,SONARPUR STATION - KOLKATA STATION,7:DN,3,0,SONARPUR STATION
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,KARUNAMOYEE (SALT LAKE),True,Y,OTHER,['OTHER'],4752,AKRA RABINDRANAGAR STAND - KARUNAMOYEE (SALT LAKE),S46:UP,3,0,AKRA RABINDRANAGAR STAND
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,MADHYAMGRAM CHOWMATHA,True,Y,,['OTHER'],5911,DIGHA - MADHYAMGRAM  ( VIA  DUNLOP ),E55:DN,3,0,NEW DIGHA CENTRAL BUS STAND
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,BARASAT BUS STAND,True,Y,,['OTHER'],6184,HOWRAH STATION - BARASAT,L238:UP,3,0,HOWRAH STATION
,8,CTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,BIDHANNAGAR RLY STN,True,Y,OTHER,['OTHER'],5348,ESPLANADE (KC DAS) - ULTADANGA,RT17:DN,0,0,ESPLANADE (KC DAS)
,7,Kolkata RTA,,Asia/Kolkata,PASSENGER_TRANSPORT,,PAILAN,True,Y,,['OTHER'],5555,HOWRAH STATION - PAILAN,12C:DN,3,0,HOWRAH STATION
,9,WBSTC,,Asia/Kolkata,PASSENGER_TRANSPORT,,JAYNAGAR,True,Y,,['OTHER'],6263, ESPLANADE  -  JAYNAGAR ,ST33:DN,3,0,ESPLANADE (WBTC BUS STAND)
cstc@email.com,1,CSTC,8798089899,Asia/Kolkata,PASSENGER_TRANSPORT,http://cstc.org,HOWRAH MAIDAN,True,Y,OTHER,['OTHER'],5217,DAKSHINESWAR - HOWRAH MAIDAN,AC34:DN,3,0,DAKSHINESWAR
